Alert,Username,Source IP,Destination IP,Source Asset,Destination Asset,Source Account,Destination Account,Source Port,Destination Port,Error Code,Event ID,Affected Workload,Log Source,Scheduled Task Name,Firewall Name,Service,Object ID/Target User ID,Logon Type,Computer Name,Hostname,Timestamp
Removal of Exchange Mailbox Right Delegation,user7974,14.12.205.93,175.157.48.133,Asset48,Asset60,source_account74,destination_account196,49191,12080,ERR4901,EVT3834,Exchange,log_source13,task_5,firewall_6,service_7,63f5c7fa-3823-4c13-9850-ca9e968aabe0,Network,comp_47,host_99,2024-07-10 21:33:50
Removal of Exchange Mailbox Right Delegation,user4910,221.230.50.233,255.169.223.130,Asset54,Asset55,source_account193,destination_account948,62288,29429,ERR9765,EVT6473,OneDrive,log_source85,task_21,firewall_13,service_27,a23df904-d5f8-4552-bfe9-09024cbb025c,RemoteInteractive,comp_73,host_59,2024-07-10 09:51:39
IPS Alert Detected,user6004,26.20.57.158,198.71.138.39,Asset89,Asset24,source_account398,destination_account874,49556,36470,ERR3014,EVT3501,SharePoint,log_source74,task_11,firewall_4,service_38,9debfec3-95d8-49af-b717-d3f5287346b0,RemoteInteractive,comp_27,host_30,2024-07-17 07:23:56
Alerting to Successful Login from Foreign IP,user3,157.91.106.251,218.54.138.144,Asset18,Asset35,source_account403,destination_account880,61727,23504,ERR2984,EVT6147,Teams,log_source100,task_49,firewall_7,service_22,75cb7cdc-301e-4faa-b9ee-1bdeb4a0d987,Network,comp_77,host_91,2024-07-04 18:40:12
Multiple VPN login failures for the same User,user3038,150.233.210.224,79.149.195.46,Asset50,Asset86,source_account342,destination_account444,64519,56525,ERR3528,EVT3369,Teams,log_source22,task_1,firewall_19,service_50,2ed27816-2ebb-46c9-98b8-95a0fad6b770,Interactive,comp_20,host_23,2024-07-16 18:07:24
User Account Was Locked out,user9770,158.168.57.80,107.107.196.120,Asset81,Asset63,source_account906,destination_account432,56679,20708,ERR3836,EVT8125,Exchange,log_source59,task_29,firewall_7,service_4,2beb58f8-657d-447c-b380-fcc850fbb1b3,RemoteInteractive,comp_54,host_5,2024-07-07 02:42:48
Inbox Forwarding Rule Created,user2426,61.207.164.94,141.105.207.27,Asset93,Asset66,source_account653,destination_account576,53191,8750,ERR8524,EVT3144,SharePoint,log_source95,task_35,firewall_20,service_28,0b414033-7144-4608-a861-8418e38e3e14,Interactive,comp_89,host_93,2024-07-12 18:09:20
Alerting to Successful Login from Foreign IP,user8642,67.190.248.44,154.229.226.76,Asset82,Asset16,source_account334,destination_account389,22098,29092,ERR1401,EVT6726,SharePoint,log_source69,task_30,firewall_15,service_4,92153c4b-606a-432f-8feb-5d26f2427b01,Network,comp_86,host_75,2024-07-16 12:30:32
Mass file delete by single user - O365,user9822,248.226.200.167,26.68.225.123,Asset70,Asset55,source_account612,destination_account818,21037,64323,ERR3590,EVT3847,Teams,log_source13,task_25,firewall_5,service_34,606ce359-9335-4f6f-acdd-52197454f658,Interactive,comp_23,host_29,2024-07-27 22:42:19
Inbox Forwarding Rule Created,user2229,221.208.200.13,26.164.216.177,Asset27,Asset27,source_account352,destination_account502,1364,6636,ERR4677,EVT4705,Exchange,log_source96,task_36,firewall_17,service_31,a0d5064e-48ef-4dfd-be19-3633393e48de,RemoteInteractive,comp_69,host_9,2024-07-28 02:09:49
A User Account Was Deleted,user3476,111.146.128.7,128.3.84.27,Asset38,Asset1,source_account313,destination_account804,13281,18134,ERR2600,EVT6125,OneDrive,log_source95,task_11,firewall_3,service_11,dc479d4d-c3e8-4264-843a-c9a8d39e0994,Interactive,comp_48,host_40,2024-07-28 04:56:46
Multiple login failures for the same User,user5180,177.183.150.13,252.62.71.14,Asset61,Asset87,source_account117,destination_account281,38561,17134,ERR1829,EVT7858,OneDrive,log_source39,task_45,firewall_2,service_3,b2f5f6f0-ee7b-4014-87ab-4e59f0a555ee,Network,comp_29,host_61,2024-07-25 13:27:33
A Scheduled Task Was Disabled,user9125,168.141.16.170,231.48.88.228,Asset25,Asset11,source_account60,destination_account585,25261,25649,ERR6585,EVT6303,Teams,log_source2,task_7,firewall_12,service_30,44387f2d-3ec2-4783-8258-6c97bd9209a6,Network,comp_87,host_46,2024-08-02 17:42:19
Mass file delete,user5250,193.70.31.246,212.57.218.217,Asset44,Asset37,source_account477,destination_account746,19286,46839,ERR4677,EVT8625,Teams,log_source13,task_2,firewall_9,service_42,b6096283-a76c-4067-b1ba-3cf3095f3950,Network,comp_41,host_81,2024-07-08 01:51:00
Multiple login failures for the same User,user7951,235.177.146.110,254.191.68.48,Asset2,Asset74,source_account334,destination_account510,40338,2268,ERR2743,EVT4087,Exchange,log_source75,task_1,firewall_20,service_23,32c87577-fe53-4fa5-8b3f-37ebb71a1d2e,Network,comp_42,host_84,2024-07-22 21:42:28
MFA Removed from a Device,user7114,132.121.242.134,89.224.20.244,Asset87,Asset39,source_account545,destination_account128,52600,17613,ERR1446,EVT3455,OneDrive,log_source25,task_1,firewall_6,service_18,47492826-0578-41e0-b082-1caf01917e36,Network,comp_1,host_33,2024-07-13 09:32:28
Alerting to Successful Login from Foreign IP,user2276,244.90.13.15,243.14.174.118,Asset94,Asset26,source_account804,destination_account100,30022,48212,ERR9772,EVT6863,OneDrive,log_source4,task_48,firewall_9,service_7,9c278861-be5d-4557-a829-47b82527d702,Network,comp_77,host_77,2024-07-19 05:37:32
Inbox Forwarding Rule Created,user5567,193.17.237.200,191.54.6.124,Asset19,Asset29,source_account309,destination_account550,40451,46394,ERR5855,EVT2130,OneDrive,log_source29,task_42,firewall_14,service_50,d9d64583-15a3-4698-aaff-efc14a6e5b8e,RemoteInteractive,comp_21,host_87,2024-07-23 06:05:39
IPS Alert Detected,user8412,81.23.141.78,250.66.236.60,Asset42,Asset28,source_account985,destination_account60,49840,40538,ERR3063,EVT6470,OneDrive,log_source90,task_29,firewall_10,service_38,07bd71e3-fc58-4a8c-968b-36bf554bd2fd,RemoteInteractive,comp_31,host_19,2024-07-07 05:22:33
MFA Removed from a Device,user6345,128.118.193.107,81.71.255.194,Asset38,Asset52,source_account52,destination_account768,64780,39666,ERR2795,EVT4232,Teams,log_source27,task_46,firewall_17,service_6,1a9c6149-8d43-414e-805e-065a35f90b1d,Interactive,comp_71,host_45,2024-07-30 14:54:18
User Added to Office 365 Administrator Role,user855,203.21.137.208,152.244.156.1,Asset72,Asset20,source_account819,destination_account479,17077,53126,ERR9911,EVT5638,SharePoint,log_source49,task_14,firewall_16,service_14,ae73323d-15e3-4f4e-b53a-3e133b3a155e,Network,comp_72,host_85,2024-07-20 18:58:57
Inbox Forwarding Rule Created,user3584,174.33.206.54,159.118.169.24,Asset40,Asset27,source_account163,destination_account722,55482,14158,ERR2933,EVT6923,Exchange,log_source88,task_10,firewall_3,service_31,607668bf-ba12-455a-9ea8-04a5f6b3c000,Interactive,comp_23,host_61,2024-07-07 03:28:42
Alerting to Successful Login from Foreign IP,user4808,247.255.185.225,39.24.25.159,Asset74,Asset17,source_account776,destination_account109,3014,1503,ERR3504,EVT5317,Exchange,log_source39,task_43,firewall_19,service_21,5b28b1e5-bb9a-4d82-936b-3fc0ba5a3056,Interactive,comp_39,host_55,2024-07-12 14:16:50
Multiple login failures for the same User - Windows,user8368,202.33.145.227,225.183.151.27,Asset43,Asset57,source_account362,destination_account573,56416,18251,ERR4362,EVT9400,SharePoint,log_source61,task_39,firewall_4,service_39,4023023c-c5ce-44af-92b7-3357e6a7a1db,Network,comp_94,host_4,2024-07-09 00:44:31
IPS Alert Detected,user2664,7.128.22.34,149.108.199.22,Asset61,Asset74,source_account627,destination_account836,34071,1242,ERR7137,EVT3365,OneDrive,log_source85,task_11,firewall_20,service_41,8f5a69f3-3b85-41a1-9685-b3642c808b4e,RemoteInteractive,comp_29,host_59,2024-07-24 02:06:20
A Scheduled Task Was Disabled,user6365,103.93.238.234,45.135.128.151,Asset10,Asset97,source_account736,destination_account732,13228,17190,ERR8769,EVT6396,SharePoint,log_source82,task_5,firewall_15,service_47,b4e5e37b-3429-4a45-a953-acca6635fbed,Network,comp_55,host_54,2024-07-22 19:27:20
A User Account Was Deleted,user1972,190.12.30.236,36.188.65.15,Asset63,Asset52,source_account978,destination_account131,55355,54672,ERR8482,EVT8570,SharePoint,log_source48,task_1,firewall_19,service_16,42d3a4fe-a837-438a-a33d-adcd64f40598,Interactive,comp_53,host_41,2024-07-07 15:56:25
Mass file delete by single user - O365,user3917,165.255.23.235,114.37.24.250,Asset100,Asset69,source_account71,destination_account772,35867,64548,ERR4000,EVT5511,SharePoint,log_source47,task_8,firewall_2,service_35,c18b8b48-06f6-4b96-80e7-a09f30f6f612,RemoteInteractive,comp_46,host_20,2024-07-10 06:37:41
Multiple login failures for the same User,user8721,116.118.225.49,3.28.149.226,Asset71,Asset24,source_account866,destination_account612,59239,54184,ERR4012,EVT3140,OneDrive,log_source89,task_41,firewall_10,service_19,66bf1031-407a-401c-88f7-dace70b58724,Interactive,comp_87,host_25,2024-08-02 08:54:38
Removal of Exchange Mailbox Right Delegation,user6277,144.243.104.145,127.83.114.6,Asset79,Asset50,source_account920,destination_account631,17709,18269,ERR7576,EVT8151,SharePoint,log_source27,task_50,firewall_4,service_39,72f76231-c02d-445e-bc5f-5a7846799425,Interactive,comp_77,host_60,2024-07-11 04:42:59
Removal of Exchange Mailbox Right Delegation,user8396,235.254.195.156,176.27.63.232,Asset87,Asset74,source_account264,destination_account241,13147,45012,ERR8684,EVT7529,Exchange,log_source46,task_14,firewall_4,service_14,657c437e-9641-40f1-9d9f-db295b9f2817,Interactive,comp_40,host_91,2024-07-19 13:31:48
Mass file delete by single user - O365,user2514,153.88.234.19,108.53.76.19,Asset93,Asset10,source_account555,destination_account879,30176,4930,ERR9462,EVT4271,SharePoint,log_source78,task_22,firewall_2,service_40,0ac18e5c-81c6-46b5-8031-dc90ec0e71f4,RemoteInteractive,comp_51,host_55,2024-07-17 03:32:53
A User Account Was Deleted,user811,182.103.1.104,236.157.24.196,Asset66,Asset89,source_account818,destination_account401,54139,40431,ERR1901,EVT8259,Teams,log_source59,task_42,firewall_5,service_43,9aa25a4c-6013-48a4-88d3-76b9f56e3c62,Network,comp_36,host_43,2024-07-28 03:37:43
Multiple login failures for the same User - 0365,user913,48.185.224.17,191.235.42.132,Asset28,Asset30,source_account47,destination_account233,57707,56719,ERR3129,EVT3129,Exchange,log_source39,task_19,firewall_3,service_36,fcfcb537-1873-4e5e-a3bf-8bbad1d67198,RemoteInteractive,comp_29,host_46,2024-07-13 00:58:01
User Added to Office 365 Administrator Role,user1121,200.59.118.54,152.165.234.42,Asset25,Asset27,source_account724,destination_account51,57762,24794,ERR6842,EVT6877,Teams,log_source34,task_38,firewall_13,service_48,97f1bc48-556e-445b-b0c5-9670be53607e,Interactive,comp_52,host_71,2024-08-02 13:34:54
A User Account Was Deleted,user4557,27.37.63.153,57.146.50.155,Asset85,Asset70,source_account25,destination_account845,40429,37229,ERR3881,EVT7667,Teams,log_source100,task_20,firewall_13,service_23,e3e32f5d-ba92-4640-ae9d-e5ba1908c470,RemoteInteractive,comp_74,host_100,2024-07-10 19:33:42
A Scheduled Task Was Disabled,user9576,49.254.40.94,58.89.22.89,Asset35,Asset61,source_account217,destination_account326,37328,1561,ERR2570,EVT4677,Teams,log_source31,task_46,firewall_14,service_8,1457d6d1-6f1c-47b9-89be-987d992ba07f,Interactive,comp_23,host_11,2024-07-31 17:24:42
Mass file download by single user - O365 remotely access 4 new assets,user2197,32.200.183.24,157.86.38.86,Asset45,Asset54,source_account363,destination_account34,7371,14063,ERR1216,EVT9203,OneDrive,log_source16,task_34,firewall_3,service_27,ec8fda28-a9c4-4b2d-a0f6-a95d5d499eac,Interactive,comp_71,host_54,2024-07-26 01:42:14
Multiple login failures for the same User,user2312,69.68.245.75,42.24.122.168,Asset54,Asset47,source_account860,destination_account608,7636,53179,ERR2024,EVT5530,Teams,log_source76,task_44,firewall_3,service_27,92df6f4b-5a06-4a5b-9ddf-898a43ecc416,RemoteInteractive,comp_92,host_71,2024-07-26 10:36:05
A Scheduled Task Was Disabled,user7812,223.83.211.121,241.82.111.252,Asset66,Asset65,source_account236,destination_account532,15811,32587,ERR3091,EVT2944,OneDrive,log_source2,task_22,firewall_10,service_36,81fae298-5ecd-4823-9e21-9dc1d01448bc,Interactive,comp_45,host_44,2024-07-13 05:22:14
User Account Was Locked out,user8039,43.121.204.62,41.197.45.158,Asset33,Asset7,source_account17,destination_account267,34467,28083,ERR1090,EVT6273,Teams,log_source44,task_15,firewall_15,service_30,37deb960-4636-4f5d-a2bf-0f7574964fdc,RemoteInteractive,comp_51,host_68,2024-07-15 15:11:23
Alerting to Successful Login from Foreign IP,user966,29.170.25.241,247.4.176.198,Asset14,Asset47,source_account285,destination_account775,5550,16276,ERR6755,EVT1251,Teams,log_source37,task_12,firewall_10,service_33,9d9b61a8-1963-4ede-b743-6631a4076aca,Network,comp_75,host_62,2024-07-14 02:14:32
Inbox Forwarding Rule Created,user659,150.212.145.107,224.206.71.115,Asset93,Asset24,source_account688,destination_account462,20989,53505,ERR6278,EVT5183,Exchange,log_source36,task_6,firewall_15,service_19,59ad765a-d669-434e-85d0-624e74550c27,Interactive,comp_59,host_42,2024-07-23 11:52:38
Multiple login failures for the same User - Windows,user2187,158.9.155.33,161.104.122.76,Asset70,Asset52,source_account727,destination_account670,56389,21522,ERR1132,EVT9303,SharePoint,log_source42,task_1,firewall_5,service_9,d55947c6-f13e-4970-adfc-e2060539e8f2,Network,comp_2,host_55,2024-07-19 11:36:26
User Added to Office 365 Administrator Role,user1109,24.156.54.249,55.71.180.229,Asset1,Asset52,source_account307,destination_account322,45643,51132,ERR1473,EVT8773,SharePoint,log_source40,task_49,firewall_9,service_35,a849623d-efde-4e3e-91b2-29ff4fbf96a4,Interactive,comp_95,host_58,2024-07-14 11:24:28
Multiple login failures for the same User - Windows,user7920,159.48.121.229,95.6.103.231,Asset72,Asset50,source_account88,destination_account342,24584,12001,ERR2351,EVT3054,SharePoint,log_source79,task_40,firewall_20,service_44,3a1c29ed-feec-4f95-92a6-1c991905b66c,RemoteInteractive,comp_50,host_86,2024-07-15 08:17:18
Account - O365 Exchange Suspicious Mailbox Right Delegation,user4873,23.174.120.167,242.225.15.5,Asset1,Asset58,source_account328,destination_account497,37017,51629,ERR5621,EVT6225,Exchange,log_source17,task_29,firewall_5,service_24,73cce3db-b234-465f-bd70-ef2963302ad1,Network,comp_8,host_44,2024-07-07 16:33:05
Account - O365 Exchange Suspicious Mailbox Right Delegation,user4746,60.30.131.85,23.19.185.39,Asset28,Asset81,source_account202,destination_account38,44640,58787,ERR5106,EVT4494,Exchange,log_source51,task_12,firewall_20,service_40,5dbc7838-a3d7-4f1b-9242-cc4dafb661a3,Network,comp_85,host_6,2024-07-22 07:27:44
Multiple VPN login failures for the same User,user3352,146.53.109.217,174.192.146.69,Asset82,Asset35,source_account147,destination_account464,44686,59931,ERR2645,EVT3862,Teams,log_source70,task_14,firewall_9,service_9,f23aee05-c0ed-4c36-80df-8d26f3bf07be,Interactive,comp_68,host_69,2024-07-26 10:10:10
Multiple login failures for the same User - 0365,user4527,119.240.148.232,224.37.161.240,Asset91,Asset83,source_account297,destination_account117,10951,60701,ERR1124,EVT3598,OneDrive,log_source12,task_34,firewall_16,service_47,199c8653-ba10-44d3-b9a1-1b66f7c70ac0,Network,comp_66,host_68,2024-07-08 04:06:23
Multiple login failures for the same User - Windows,user1184,136.67.219.152,153.108.153.144,Asset66,Asset33,source_account34,destination_account968,63347,47704,ERR7317,EVT7220,Exchange,log_source84,task_17,firewall_11,service_1,d249b62d-1cbc-4a8b-ab5c-a8cc1f1843c1,Interactive,comp_49,host_57,2024-07-14 01:57:24
Multiple login failures for the same User - Windows,user7886,12.25.70.39,20.37.74.221,Asset35,Asset51,source_account770,destination_account888,31999,33081,ERR2280,EVT8938,OneDrive,log_source42,task_25,firewall_5,service_7,6e057878-2754-4747-b133-c9b1eeb921ac,Interactive,comp_78,host_33,2024-07-20 18:36:55
User Account Was Locked out,user1949,141.38.253.54,182.165.183.111,Asset10,Asset69,source_account258,destination_account838,50042,60593,ERR6237,EVT7178,SharePoint,log_source43,task_37,firewall_13,service_4,3b7b0081-c360-4316-aab8-2a2563e5678d,RemoteInteractive,comp_5,host_59,2024-07-05 14:43:56
Mass file delete by single user - O365,user6508,79.14.248.63,201.10.76.188,Asset59,Asset27,source_account678,destination_account523,49267,41879,ERR9262,EVT7565,OneDrive,log_source29,task_40,firewall_19,service_37,428b166c-d3e6-4449-98fd-2acf16dd1c41,Interactive,comp_71,host_93,2024-07-20 17:42:33
IPS Alert Detected,user4826,122.99.183.223,214.244.175.225,Asset25,Asset10,source_account964,destination_account379,3148,62870,ERR8288,EVT1095,OneDrive,log_source98,task_20,firewall_19,service_13,e7b495a2-d887-4c7d-8673-ed2f5a298e3b,RemoteInteractive,comp_94,host_43,2024-07-11 07:54:11
IPS Alert Detected,user8755,149.99.28.216,43.82.41.109,Asset67,Asset83,source_account992,destination_account333,57118,40548,ERR4669,EVT1286,OneDrive,log_source41,task_43,firewall_11,service_20,421c2c30-f261-4265-8981-e594a460837f,Network,comp_12,host_20,2024-07-04 18:30:31
Alerting to Successful Login from Foreign IP,user4657,98.109.153.94,151.63.117.151,Asset86,Asset37,source_account358,destination_account219,3534,31960,ERR1034,EVT7130,Exchange,log_source42,task_34,firewall_19,service_35,938088cd-cd41-451f-9cfe-4e3d9723a4bf,Interactive,comp_43,host_10,2024-07-27 11:15:17
Mass file download by single user - O365 remotely access 4 new assets,user2992,214.23.94.135,153.204.192.94,Asset69,Asset58,source_account766,destination_account615,41471,6146,ERR2974,EVT1354,Exchange,log_source78,task_34,firewall_4,service_10,8a250c5c-750e-48f2-8dbb-85e960c0d5a0,RemoteInteractive,comp_55,host_67,2024-07-22 23:34:31
Mass file download by single user - O365 remotely access 4 new assets,user3839,172.99.207.98,80.237.153.172,Asset99,Asset35,source_account735,destination_account181,40548,24800,ERR6198,EVT6652,OneDrive,log_source97,task_37,firewall_10,service_48,19a4e5d7-c97f-495c-afea-1a248a0e50d7,Interactive,comp_9,host_53,2024-07-15 04:19:21
Mass file delete,user9373,95.66.220.87,142.43.254.53,Asset67,Asset57,source_account79,destination_account28,20216,28449,ERR8360,EVT4925,Teams,log_source68,task_2,firewall_11,service_46,22d69b2e-9ede-4125-849b-9443448896e2,Network,comp_35,host_65,2024-07-21 05:17:34
User Added to Office 365 Administrator Role,user5846,37.196.30.82,172.245.66.194,Asset50,Asset89,source_account138,destination_account406,51301,18580,ERR4083,EVT9776,OneDrive,log_source63,task_32,firewall_3,service_43,03f6237b-66ae-45c2-b2bc-bba7f93b6bda,RemoteInteractive,comp_79,host_11,2024-07-05 12:02:27
Multiple VPN login failures for the same User,user6795,121.103.33.70,33.103.28.114,Asset27,Asset38,source_account232,destination_account931,45888,40844,ERR7007,EVT6189,Exchange,log_source80,task_26,firewall_14,service_49,fcb1eb91-b446-45e0-9715-ff667dfa6df0,Network,comp_17,host_55,2024-07-21 07:30:36
Multiple VPN login failures for the same User,user1323,51.19.149.103,213.192.163.188,Asset13,Asset10,source_account170,destination_account506,32318,64021,ERR2232,EVT3049,OneDrive,log_source9,task_3,firewall_7,service_8,10c5cdc9-6176-47ed-a2f4-66d48db1c365,Interactive,comp_61,host_50,2024-07-13 21:58:52
Removal of Exchange Mailbox Right Delegation,user2226,173.233.3.53,174.104.95.126,Asset89,Asset61,source_account504,destination_account3,8886,45902,ERR9642,EVT3172,SharePoint,log_source1,task_50,firewall_2,service_45,aecca8d8-581c-49b0-a207-0df3ae597fda,Network,comp_85,host_54,2024-07-17 08:23:44
A User Account Was Deleted,user6696,13.230.118.6,200.181.69.59,Asset78,Asset32,source_account968,destination_account114,1224,42814,ERR7917,EVT5387,OneDrive,log_source53,task_23,firewall_15,service_26,fc55c710-e97d-494a-8d94-5bc292811327,Interactive,comp_25,host_65,2024-07-29 01:28:04
Account - O365 Exchange Suspicious Mailbox Right Delegation,user4934,230.217.80.65,88.105.31.161,Asset66,Asset22,source_account459,destination_account349,20996,2645,ERR1693,EVT5081,Exchange,log_source97,task_27,firewall_15,service_2,e5fc8646-c531-452d-aba6-ee9dcdfdf466,Network,comp_36,host_50,2024-07-07 16:28:03
Alerting to Successful Login from Foreign IP,user5900,24.59.4.231,202.228.39.132,Asset11,Asset11,source_account966,destination_account589,21684,38085,ERR8480,EVT8039,Teams,log_source34,task_18,firewall_14,service_48,c68f863f-695e-4625-9089-f159619830c1,Network,comp_62,host_77,2024-07-23 15:06:37
Account - O365 Exchange Suspicious Mailbox Right Delegation,user596,114.254.87.20,227.241.28.150,Asset46,Asset22,source_account229,destination_account607,29761,8828,ERR8256,EVT1003,Teams,log_source90,task_42,firewall_9,service_21,6b1b1e3e-5366-4d09-8923-9a912b810c58,RemoteInteractive,comp_92,host_1,2024-07-28 06:39:01
MFA Removed from a Device,user7152,193.197.246.204,201.245.174.112,Asset45,Asset23,source_account840,destination_account641,15784,43574,ERR9220,EVT1160,OneDrive,log_source22,task_23,firewall_5,service_46,cea1a6e2-0904-4333-953f-238909656ac9,Network,comp_28,host_89,2024-07-14 10:55:45
Mass file download by single user - O365 remotely access 4 new assets,user746,234.205.104.189,86.156.250.171,Asset58,Asset9,source_account685,destination_account793,22565,35531,ERR6810,EVT1099,Teams,log_source28,task_33,firewall_9,service_45,de8eb261-f2d4-4467-a625-9be74ae59334,RemoteInteractive,comp_98,host_62,2024-08-02 13:51:22
Multiple login failures for the same User - Windows,user1798,59.196.65.3,152.214.246.225,Asset71,Asset27,source_account485,destination_account243,3408,12227,ERR8672,EVT2948,SharePoint,log_source70,task_36,firewall_14,service_6,bc54e30f-7557-48cb-b5eb-7dcb197cf986,Interactive,comp_74,host_98,2024-07-29 13:58:24
MFA Removed from a Device,user9319,217.183.55.171,72.45.151.130,Asset83,Asset81,source_account40,destination_account512,32449,8013,ERR4230,EVT1480,Teams,log_source62,task_39,firewall_15,service_12,30b5f1c2-2ff5-447b-a438-3b2875a59468,RemoteInteractive,comp_26,host_2,2024-07-10 22:12:49
A Scheduled Task Was Disabled,user178,16.197.131.167,152.60.150.150,Asset83,Asset90,source_account734,destination_account298,5416,13378,ERR4412,EVT3407,SharePoint,log_source23,task_4,firewall_6,service_5,d17aa553-5e9b-479c-b954-cc70e52f1dc7,RemoteInteractive,comp_7,host_94,2024-07-05 03:53:44
Multiple VPN login failures for the same User,user6080,134.92.7.53,23.124.2.172,Asset21,Asset30,source_account992,destination_account408,25185,28109,ERR5002,EVT8788,Teams,log_source31,task_10,firewall_12,service_24,0f85248c-a408-4e5e-8675-9a10d35e1275,Network,comp_46,host_35,2024-07-18 07:12:42
IPS Alert Detected,user8092,210.41.29.149,83.125.31.18,Asset63,Asset61,source_account49,destination_account602,53515,25169,ERR4548,EVT3723,Teams,log_source35,task_45,firewall_2,service_32,12ed6d80-9b3f-469b-8df0-4080bb98b9f6,Interactive,comp_62,host_5,2024-07-12 08:18:18
Mass file delete by single user - O365,user1420,66.153.78.154,25.72.64.89,Asset98,Asset2,source_account332,destination_account78,53503,62957,ERR9259,EVT5284,Exchange,log_source85,task_9,firewall_1,service_47,57e87b50-dc13-4a6a-84ac-8c23c38c2476,Network,comp_36,host_73,2024-07-04 14:02:09
Multiple login failures for the same User,user8039,60.3.156.168,209.252.71.57,Asset35,Asset92,source_account705,destination_account40,34108,21083,ERR3685,EVT7944,Teams,log_source75,task_21,firewall_6,service_32,82c0b37c-d11f-41f3-8b9c-95a4e87b1d1b,RemoteInteractive,comp_42,host_39,2024-07-20 04:33:35
MFA Removed from a Device,user2566,192.47.64.213,201.103.64.153,Asset38,Asset100,source_account163,destination_account423,36427,22848,ERR4350,EVT8675,Exchange,log_source68,task_26,firewall_2,service_16,22a52595-1e5a-403f-bbc3-e098aa681623,RemoteInteractive,comp_21,host_67,2024-07-14 07:09:59
Mass file download by single user - O365 remotely access 4 new assets,user9786,156.132.55.82,238.245.13.248,Asset100,Asset16,source_account573,destination_account543,32329,43917,ERR1497,EVT2026,OneDrive,log_source33,task_23,firewall_9,service_39,3121b1fc-a2d7-4add-929b-685aa0e303f7,Interactive,comp_59,host_57,2024-07-08 18:35:24
A User Account Was Deleted,user6637,247.131.108.64,168.232.32.171,Asset81,Asset80,source_account516,destination_account413,54942,10459,ERR7580,EVT5905,SharePoint,log_source92,task_11,firewall_19,service_15,371071bc-9b73-4bd8-9645-c22f70b28cbd,Interactive,comp_86,host_65,2024-07-10 14:16:56
Multiple login failures for the same User - 0365,user9190,72.92.242.239,255.220.115.117,Asset90,Asset9,source_account211,destination_account374,7101,55705,ERR7581,EVT7489,OneDrive,log_source35,task_35,firewall_16,service_43,3470fb01-00a4-4730-9fb4-d10b23595c57,Interactive,comp_29,host_67,2024-07-19 20:14:21
User Added to Office 365 Administrator Role,user5743,177.100.35.158,129.135.128.58,Asset34,Asset6,source_account901,destination_account206,13474,30643,ERR4674,EVT3259,Exchange,log_source26,task_17,firewall_18,service_28,6e08f205-1e42-4325-adb3-6bb6051d021e,Interactive,comp_28,host_51,2024-07-14 17:18:57
Multiple login failures for the same User - 0365,user5349,146.124.245.66,222.149.117.31,Asset23,Asset40,source_account622,destination_account543,33372,19900,ERR4807,EVT5736,OneDrive,log_source24,task_15,firewall_17,service_31,d44de6e9-2ba3-458e-a4b9-96777439f4ef,RemoteInteractive,comp_6,host_54,2024-07-20 03:01:50
A Scheduled Task Was Disabled,user5272,173.152.76.222,150.123.137.77,Asset9,Asset83,source_account130,destination_account153,6198,13689,ERR1384,EVT1680,Teams,log_source74,task_24,firewall_16,service_32,9f56e42c-28dc-4301-ad7a-3ec6de000781,RemoteInteractive,comp_13,host_41,2024-07-22 17:49:05
A Scheduled Task Was Disabled,user7589,24.201.233.58,133.37.246.207,Asset100,Asset45,source_account6,destination_account162,58521,41974,ERR1405,EVT6927,SharePoint,log_source71,task_27,firewall_5,service_33,690097be-5387-4874-b3d7-1b361b3abbce,Interactive,comp_6,host_75,2024-07-10 23:43:00
A Scheduled Task Was Disabled,user6426,160.29.184.138,188.32.145.123,Asset23,Asset27,source_account928,destination_account979,8736,64995,ERR8417,EVT1384,SharePoint,log_source85,task_36,firewall_13,service_17,72323a9f-6d24-4028-8d96-800617fa6a86,Network,comp_33,host_77,2024-07-25 11:38:22
Inbox Forwarding Rule Created,user5009,14.231.88.3,100.221.89.206,Asset80,Asset67,source_account507,destination_account151,58050,9035,ERR4226,EVT9686,SharePoint,log_source5,task_6,firewall_16,service_41,e5f7bff1-b5f5-49f1-9a7f-c245312333e8,Interactive,comp_19,host_94,2024-07-22 16:35:21
MFA Removed from a Device,user33,130.3.101.5,115.82.192.23,Asset58,Asset60,source_account921,destination_account655,55493,27420,ERR9957,EVT9258,OneDrive,log_source76,task_9,firewall_18,service_14,f4ba7af3-b0d6-4cf0-af9f-f38d3a2508e9,RemoteInteractive,comp_8,host_24,2024-07-28 21:01:34
MFA Removed from a Device,user2020,127.69.199.224,126.191.236.89,Asset75,Asset47,source_account400,destination_account384,14678,5660,ERR3843,EVT7320,SharePoint,log_source56,task_23,firewall_6,service_49,365a4f8f-45eb-4cfa-8fe3-52559296ffce,Network,comp_48,host_29,2024-08-02 20:55:49
Mass file download by single user - O365 remotely access 4 new assets,user2609,82.60.129.48,152.60.186.189,Asset46,Asset45,source_account290,destination_account831,3051,63604,ERR2376,EVT8273,Teams,log_source78,task_43,firewall_16,service_7,81a8282c-f61f-4b04-99fa-ac32b3bc2021,RemoteInteractive,comp_13,host_33,2024-07-10 01:44:43
